District Name,Police Unit,Village Area Name,Beat Name,Total Crimes per beat,Sanctioned Strength of Assistant Sub-Inspectors per District,Sanctioned Strength of Head Constables per District,Sanctioned Strength of Police Constables per District,Normalised Crime Severity
"SP, DAVANGERE",Jagalur PS,KECHECHENAHALLY VILLAGE,VILLAGE BEAT 18,52.0,113,338,644,0.0022976077848357885
"SP, DAVANGERE",Jagalur PS,JAGALUR GOLLARA HATTY,VILLAGE BEAT 06,85.0,113,338,644,0.00315357931251971
"SP, DAVANGERE",Jagalur PS,GOGUDDU VILLAGE,VILLAGE BEAT 10,18.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Jagalur PS,LAKKAMPURA VILLAGE,VILLAGE BEAT 30,73.0,113,338,644,0.0033337838446636935
"SP, DAVANGERE",Jagalur PS,UDDAGATTA VILLAGE,VILLAGE BEAT 27,47.0,113,338,644,0.002793170248231743
"SP, DAVANGERE",Jagalur PS,HANUMANTHAPURA VILLAGE.,VILLAGE BEAT 26,26.0,113,338,644,0.002207505518763797
"SP, DAVANGERE",Jagalur PS,HUCHACHAVVANAHALLY VILLAGE,VILLAGE BEAT 20,20.0,113,338,644,0.0013965851241158715
"SP, DAVANGERE",Jagalur PS,MALAMMANAHALLY VILLAGE,VILLAGE BEAT 05,58.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Jagalur PS,THIMLAPURA VILLAGE,VILLAGE BEAT 21,86.0,113,338,644,0.0018020453214398341
"SP, DAVANGERE",Jagalur PS,GADIMAKUNTE VILLAGE,VILLAGE BEAT 28,49.0,113,338,644,0.0023877100509077805
"SP, DAVANGERE",Jagalur PS,DODDABOMMANAHALLY VILLAGE,VILLAGE BEAT 29,13.0,113,338,644,0.0019371987205478217
"SP, DAVANGERE",Jagalur PS,MALEMACHIKERE VILLAGE,VILLAGE BEAT 32,27.0,113,338,644,0.0015317385232238591
"SP, DAVANGERE",Jagalur PS,GOPLAPURA VILLAGE,VILLAGE BEAT 34,37.0,113,338,644,0.0022976077848357885
"SP, DAVANGERE",Jagalur PS,HIREMALLANAHOLE VILLAGE,VILLAGE BEAT 19,38.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Jagalur PS,GOWDAGONDANAHALLY VILLAGE,VILLAGE BEAT 31,52.0,113,338,644,0.001892147587511826
"SP, DAVANGERE",Jagalur PS,BYRANAIKANAHALLY VILLAGE,VILLAGE BEAT 04,28.0,113,338,644,0.002162454385727801
"SP, DAVANGERE",Jagalur PS,SIDDAMMANAHALLY VILLAGE,VILLAGE BEAT 22,53.0,113,338,644,0.0025679145830517637
"SP, DAVANGERE",Jagalur PS,SOKKE VILLAGE,VILLAGE BEAT 33,39.0,113,338,644,0.0022525566517997927
"SP, DAVANGERE",Jagalur PS,TAMALEHALLY VILLAGE,VILLAGE BEAT 25,27.0,113,338,644,0.0017569941884038383
"SP, DAVANGERE",Jagalur PS,ANABOORU VILLAGE,VILLAGE BEAT 23,36.0,113,338,644,0.002477812316979772
"SP, DAVANGERE",Jagalur PS,KELAGOTE VILLAGE,VILLAGE BEAT 03,14.0,113,338,644,0.0007658692616119296
"SP, DAVANGERE",Jagalur PS,BATAGARANAHALLY VILLAGE.,VILLAGE BEAT 24,8.0,113,338,644,0.0010361760598279048
"SP, DAVANGERE",KTJ Nagar PS,KTJ Nagara,BEAT 2,437.0,113,338,644,0.004009550840203631
"SP, DAVANGERE",KTJ Nagar PS,LENIN NAGARA,BEAT 4,263.0,113,338,644,0.004324908771455602
"SP, DAVANGERE",KTJ Nagar PS,T. V STATION,BEAT 6,118.0,113,338,644,0.0035590395098436724
"SP, DAVANGERE",KTJ Nagar PS,MANIKANTA CIRCLE,BEAT 5,329.0,113,338,644,0.0038743974410956434
"SP, DAVANGERE",KTJ Nagar PS,KSRTC BUS STAND,BEAT 3,652.0,113,338,644,0.005361084831283507
"SP, DAVANGERE",KTJ Nagar PS,K.B EXTN,BEAT1,318.0,113,338,644,0.004955624633959544
"SP, DAVANGERE",KTJ Nagar PS,KEB CIRCLE,BEAT2,12.0,113,338,644,0.0008109203946479254
"SP, DAVANGERE",KTJ Nagar PS,SRINIVAS NAGAR,BEAT4,6.0,113,338,644,0.000630715862503942
"SP, DAVANGERE",KTJ Nagar PS,Other Police Station Limits,Other Police Station Limits,1.0,113,338,644,0.00022525566517997926
"SP, DAVANGERE",Malebennur PS,Komaranahalli village,02,390.0,113,338,644,0.005676442762535478
"SP, DAVANGERE",Malebennur PS,Jigali,03,218.0,113,338,644,0.004910573500923548
"SP, DAVANGERE",Malebennur PS,Kadaranayakanahalli,06,155.0,113,338,644,0.004054601973239627
"SP, DAVANGERE",Malebennur PS,Holesirigere,05,103.0,113,338,644,0.003423886110735685
"SP, DAVANGERE",Malebennur PS,Kumblur village,04,165.0,113,338,644,0.004550164436635582
"SP, DAVANGERE",Malebennur PS,Odeyara Basapur,07,68.0,113,338,644,0.0028832725143037347
"SP, DAVANGERE",Malebennur PS,BHANUVALLI,13,72.0,113,338,644,0.003784295175023652
"SP, DAVANGERE",Malebennur PS,HOLESIRIGERE,14,29.0,113,338,644,0.0017569941884038383
"SP, DAVANGERE",Malebennur PS,MALEBENNUR,01,98.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Malebennur PS,KUNEBELAKERE,11,25.0,113,338,644,0.002162454385727801
"SP, DAVANGERE",Malebennur PS,KAMALAPURA,15,17.0,113,338,644,0.0017119430553678425
"SP, DAVANGERE",Malebennur PS,NANDITHAVARE,12,70.0,113,338,644,0.0030184259134117225
"SP, DAVANGERE",Malebennur PS,GUDDADA BEVINAHALLI,29,36.0,113,338,644,0.0026129657160877595
"SP, DAVANGERE",Malebennur PS,ERE BUDIHAL,09,14.0,113,338,644,0.0007208181285759337
"SP, DAVANGERE",Malebennur PS,KUMBALURU,10,48.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Malebennur PS,ADAPURA,08,25.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Malebennur PS,YALAVATTI,16,9.0,113,338,644,0.0009911249267919088
"SP, DAVANGERE",Malebennur PS,MUGINAGONDI,26,16.0,113,338,644,0.0010812271928639006
"SP, DAVANGERE",Malebennur PS,NANDIGUDI,24,29.0,113,338,644,0.001576789656259855
"SP, DAVANGERE",Malebennur PS,KOKKANUR,27,29.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Malebennur PS,GOVINAHAL,25,34.0,113,338,644,0.0023877100509077805
"SP, DAVANGERE",Malebennur PS,KADARANAYAKANAHALLI,18,35.0,113,338,644,0.0019822498535838175
"SP, DAVANGERE",Malebennur PS,ELEHOLE,20,27.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Malebennur PS,UKKADAGATHRI,23,43.0,113,338,644,0.002477812316979772
"SP, DAVANGERE",Malebennur PS,HALLIHAL,28,12.0,113,338,644,0.0014866873901878631
"SP, DAVANGERE",Malebennur PS,PALYA,19,10.0,113,338,644,0.000946073793755913
"SP, DAVANGERE",Malebennur PS,INGALAGONDI,21,14.0,113,338,644,0.0010361760598279048
"SP, DAVANGERE",Malebennur PS,JIGALI,17,18.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Malebennur PS,NANDIGAVI,22,6.0,113,338,644,0.00045051133035995853
"SP, DAVANGERE",Mayakonda PS,DODDAMAGADI,Beat 2,137.0,113,338,644,0.00391944857413164
"SP, DAVANGERE",Mayakonda PS,ONTIHAL,Beat 7,182.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Mayakonda PS,NARAGANAHALLI,Beat 9,84.0,113,338,644,0.0036491417759156645
"SP, DAVANGERE",Mayakonda PS,MALLENAHALLI,Beat 3,188.0,113,338,644,0.004369959904491598
"SP, DAVANGERE",Mayakonda PS,CHINNASAMUDRA,Beat 6,135.0,113,338,644,0.003423886110735685
"SP, DAVANGERE",Mayakonda PS,HEDNE,Beat 1,109.0,113,338,644,0.00315357931251971
"SP, DAVANGERE",Mayakonda PS,ANNAPURA,Beat 4,51.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Mayakonda PS,SHANKARANAHALLI,Beat 5,91.0,113,338,644,0.0035139883768076766
"SP, DAVANGERE",Mayakonda PS,MAYAKONDA,Beat 8,140.0,113,338,644,0.004189755372347614
"SP, DAVANGERE",Nyamathi PS,SALABALU,Beat 1,139.0,113,338,644,0.004279857638419606
"SP, DAVANGERE",Nyamathi PS,NYAMATHI,Beat 10,239.0,113,338,644,0.004730368968779565
"SP, DAVANGERE",Nyamathi PS,CHILURU,Beat 6,225.0,113,338,644,0.004369959904491598
"SP, DAVANGERE",Nyamathi PS,CHI.KADADAKATTE,Beat 5,195.0,113,338,644,0.0038293463080596476
"SP, DAVANGERE",Nyamathi PS,KODIKOPPA,Beat 7,71.0,113,338,644,0.00315357931251971
"SP, DAVANGERE",Nyamathi PS,MADANABAVI,Beat 3,152.0,113,338,644,0.0035590395098436724
"SP, DAVANGERE",Nyamathi PS,SOGILU,Beat 8,216.0,113,338,644,0.004820471234851556
"SP, DAVANGERE",Nyamathi PS,GUDDEHALLI,Beat 2,100.0,113,338,644,0.0036040906428796682
"SP, DAVANGERE",Nyamathi PS,CHINNIKATTE,Beat 9,186.0,113,338,644,0.004775420101815561
"SP, DAVANGERE",Nyamathi PS,KANKANAHALLI,Beat 4,125.0,113,338,644,0.003108528179483714
"SP, DAVANGERE",RMC Yard PS,A P M C C BLOCK,3rd BEAT,179.0,113,338,644,0.0036491417759156645
"SP, DAVANGERE",RMC Yard PS,L.B.S NAGARA,2nd BEAT,193.0,113,338,644,0.0035139883768076766
"SP, DAVANGERE",RMC Yard PS,ANEKONDA,1st BEAT,104.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",RMC Yard PS,GOSHALE,4th BEAT,192.0,113,338,644,0.00391944857413164
"SP, DAVANGERE",Santhebennur PS,SANTHEBENNUR VILLAGE,6 th VILLAGE BEAT,88.0,113,338,644,0.0035590395098436724
"SP, DAVANGERE",Santhebennur PS,ALURU VILLAGE,12 VILLAGE BEAT,75.0,113,338,644,0.002838221381267739
"SP, DAVANGERE",Santhebennur PS,JAKALI VILLAGE,13 VILLAGE BEAT,61.0,113,338,644,0.0028832725143037347
"SP, DAVANGERE",Santhebennur PS,SHOMANAL VILLAGE,10 th VILLAGE BEAT,67.0,113,338,644,0.0031986304455557057
"SP, DAVANGERE",Santhebennur PS,THOPENAHALLI VILLAGE,8 th VILLAGE BEAT,49.0,113,338,644,0.0028832725143037347
"SP, DAVANGERE",Santhebennur PS,GEDDALAHATTI VILLAGE,9 th VILLAGE BEAT,35.0,113,338,644,0.0017569941884038383
"SP, DAVANGERE",Santhebennur PS,DODDERIKATTE VILLAGE,5 th VILLAGE BEAT,71.0,113,338,644,0.002162454385727801
"SP, DAVANGERE",Santhebennur PS,ERAGANAHALLI VILLAGE,14 th Village Beat,16.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Santhebennur PS,Doddabbigere village,7 th Village Beat,114.0,113,338,644,0.0029283236473397305
"SP, DAVANGERE",Santhebennur PS,Kerebilachi village,21 village Beat,77.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Santhebennur PS,Karekatte village,18 th village Beat,123.0,113,338,644,0.003739244041987656
"SP, DAVANGERE",Santhebennur PS,Santhebennur,1 st Village Beat,244.0,113,338,644,0.004955624633959544
"SP, DAVANGERE",Santhebennur PS,Jakkali,20 th Village Beat,44.0,113,338,644,0.002207505518763797
"SP, DAVANGERE",Santhebennur PS,Mangenahalli,11 Village Beat,62.0,113,338,644,0.002477812316979772
"SP, DAVANGERE",Santhebennur PS,Hosuru,22 village Beat,55.0,113,338,644,0.0024327611839437763
"SP, DAVANGERE",Santhebennur PS,Belliganudu village,15 th village Beat,25.0,113,338,644,0.0021174032526918053
"SP, DAVANGERE",Santhebennur PS,Kakanur village,4 th Village Beat,91.0,113,338,644,0.0029283236473397305
"SP, DAVANGERE",Santhebennur PS,Eraganahalli village,23 Village Beat,39.0,113,338,644,0.0026129657160877595
"SP, DAVANGERE",Santhebennur PS,Giriyapura,19 th village Beat,58.0,113,338,644,0.0030634770464477183
"SP, DAVANGERE",Santhebennur PS,Chikka Kogalore village,16 th village Beat,25.0,113,338,644,0.0019822498535838175
"SP, DAVANGERE",Santhebennur PS,Nalkudare village,24 village Beat,49.0,113,338,644,0.0026580168491237553
"SP, DAVANGERE",Santhebennur PS,Ranebennur Town,17 th village Beat,28.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Santhebennur PS,Chikkabennur village,2 nd village Beat,37.0,113,338,644,0.0023426589178717843
"SP, DAVANGERE",Santhebennur PS,Miyapura Village,25 village Beat,5.0,113,338,644,0.0007658692616119296
"SP, DAVANGERE",Santhebennur PS,Chikkoda,3 Rd village BEAT,12.0,113,338,644,0.0014866873901878631
"SP, DAVANGERE",Vidyanagar PS,TARALABALU BADAVANE,BEAT 01,158.0,113,338,644,0.002838221381267739
"SP, DAVANGERE",Vidyanagar PS,ANJANEYA BADAVANE,BEAT 05,41.0,113,338,644,0.0013965851241158715
"SP, DAVANGERE",Vidyanagar PS,SS LAYOUT B BLOCK,BEAT 08,71.0,113,338,644,0.0020723521196558095
"SP, DAVANGERE",Vidyanagar PS,SS.LAYOUT A BLOCK,BEAT 07,77.0,113,338,644,0.0023426589178717843
"SP, DAVANGERE",Vidyanagar PS,SWAMY VIVEKANANDA BADAVANE,BEAT 04,68.0,113,338,644,0.0030634770464477183
"SP, DAVANGERE",Vidyanagar PS,VINAYAKA BADAVANE,BEAT 03,41.0,113,338,644,0.0017569941884038383
"SP, DAVANGERE",Vidyanagar PS,SIDDAVEERAPPA BADAVANE,BEAT 06,52.0,113,338,644,0.0022525566517997927
"SP, DAVANGERE",Vidyanagar PS,BANASHANKARIBADAVANE,BEAT 02,76.0,113,338,644,0.0029283236473397305
"SP, DAVANGERE",Vidyanagar PS,SIDDAVEERAPPA BADAVANE FIFTH CROSS TO NINTH CROSS,BEAT 31,36.0,113,338,644,0.002522863450015768
"SP, DAVANGERE",Vidyanagar PS,BAPUJI BADAVANE,BEAT 12,19.0,113,338,644,0.001261431725007884
"SP, DAVANGERE",Vidyanagar PS,HOSA KUNDAVADA,BEAT 25,29.0,113,338,644,0.0018020453214398341
"SP, DAVANGERE",Vidyanagar PS,HALE KUNDAVADA,BEAT 44,40.0,113,338,644,0.0024327611839437763
"SP, DAVANGERE",Vidyanagar PS,REVENUE LAY OUT,BEAT 37,7.0,113,338,644,0.0007208181285759337
"SP, DAVANGERE",Vidyanagar PS,RING ROAD SHARADA CIRCLE SS LAY OUT B BLOCK,BEAT 35,19.0,113,338,644,0.0017569941884038383
"SP, DAVANGERE",Vidyanagar PS,SHAMANURU VILLAGE AND JANATHA COLONY,BEAT 24,110.0,113,338,644,0.0024327611839437763
"SP, DAVANGERE",Vidyanagar PS,VIDYANAGARA ESHWARA TEMPLE TO SERVICE ROAD,BEAT 10,54.0,113,338,644,0.0027030679821597515
"SP, DAVANGERE",Vidyanagar PS,BANSHANKARI BADAVANE TO NAGANURU ROAD HOSA BADAVANE,BEAT 22,14.0,113,338,644,0.001261431725007884
"SP, DAVANGERE",Vidyanagar PS,TARALABALU BADAVANE SIXTH TO ELEVENTH CROSS,BEAT 09,23.0,113,338,644,0.0017119430553678425
"SP, DAVANGERE",Vidyanagar PS,SS LAYOUT A BLOCK FIFTH TO NINTH CROSS,BEAT 33,31.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Vidyanagar PS,ANJANEYA BADAVANE ONE TO SIXTH CROSS,BEAT 18,27.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Vidyanagar PS,BAPUJI POLY TECHNIC TO SIDDAVEERAPPA BADAVANE FOURTH CROSS,BEAT 23,31.0,113,338,644,0.0015317385232238591
"SP, DAVANGERE",Vidyanagar PS,SWAMY VIVEKANANDA BADAVANE FIFTH TO EIGHTH CROSS,BEAT 19,23.0,113,338,644,0.0018470964544758301
"SP, DAVANGERE",Vidyanagar PS,SS LAY OUT B BLOCK THIRD AND FOURTH MAIN,BEAT 36,36.0,113,338,644,0.0019371987205478217
"SP, DAVANGERE",Vidyanagar PS,SHANTHI NAGARA,BEAT 40,52.0,113,338,644,0.0024327611839437763
"SP, DAVANGERE",Vidyanagar PS,VINAYAKA NAGARA,BEAT 41,32.0,113,338,644,0.0019822498535838175
"SP, DAVANGERE",Vidyanagar PS,BASAVESHWARA BADAVANE AND NEW LAY OUTS,BEAT 43,27.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Vidyanagar PS,SWAMY VIVEKANANDA BADAVANE ONE TO FOURTH CROSS,BEAT 21,30.0,113,338,644,0.0020273009866198133
"SP, DAVANGERE",Vidyanagar PS,ANJANEYA BADAVANE THIRTEENTH CROSS TO EIGHTEENTH CROSS,BEAT 20,33.0,113,338,644,0.001892147587511826
"SP, DAVANGERE",Vidyanagar PS,VINAYAKA BADAVANE SECOND AND THIRD MAIN ONE TO SEVENTH CROSS,BEAT 13,29.0,113,338,644,0.0019371987205478217
"SP, DAVANGERE",Vidyanagar PS,SS LAYOUT A BLOCK BAPUJI SAMUDAYA BHAVANA TO BAPUJI PAHARACY COLLEGE AND RING ROAD KUNDVADA LAKEROAD,BEAT 30,28.0,113,338,644,0.0021174032526918053
"SP, DAVANGERE",Vidyanagar PS,BEHIND LAKSHMI FLOURMILL AREA,BEAT 34,25.0,113,338,644,0.0017569941884038383
"SP, DAVANGERE",Vidyanagar PS,SHAMANURU SERVICE ROAD TO SS LAY OUT A BLOCK BAPUJI SAMUDAYA BHAVANA,BEAT 29,29.0,113,338,644,0.0016218407892958507
"SP, DAVANGERE",Vidyanagar PS,SIDDAVEERAPPA BADAVANE TENTH TO FOUTEENTH CROSS,BEAT 32,21.0,113,338,644,0.0017119430553678425
"SP, DAVANGERE",Vidyanagar PS,LIC COLONY,BEAT 14,27.0,113,338,644,0.0019822498535838175
"SP, DAVANGERE",Vidyanagar PS,FINE ARTS COLLEGE TO GANDHI PRATHIME,BEAT 16,11.0,113,338,644,0.0011262783258998964
"SP, DAVANGERE",Vidyanagar PS,TUNGABHDRA BADAVANE ONE AND KUNDAVADA CAMP,BEAT 26,14.0,113,338,644,0.0009911249267919088
"SP, DAVANGERE",Vidyanagar PS,ANJANEYA BADAVANE SEVENTH TO TWELTH CROSS,BEAT 17,22.0,113,338,644,0.0011713294589358921
"SP, DAVANGERE",Vidyanagar PS,TUNGABHDRA BADAVANE SECOND STAGE,BEAT 27,13.0,113,338,644,0.0013515339910798758
"SP, DAVANGERE",Vidyanagar PS,KUNDAVADA LAKE AND GLASS HOUSE AND UTTAMCHAND LAY OUT,BEAT 28,22.0,113,338,644,0.0009010226607199171
"SP, DAVANGERE",Vidyanagar PS,TARALABALU BADAVANE ONE TO FIFTH CROSS,BEAT 15,25.0,113,338,644,0.0025679145830517637
"SP, DAVANGERE",Vidyanagar PS,BALAJ BADAVANE,BEAT 39,12.0,113,338,644,0.000946073793755913
"SP, DAVANGERE",Vidyanagar PS,RAMANAGARA AMBEDKAR NAGARA BENKI NAGARA,BEAT 46,40.0,113,338,644,0.0018020453214398341
"SP, DAVANGERE",Vidyanagar PS,VMG LAY OUT,BEAT 11,19.0,113,338,644,0.0017119430553678425
"SP, DAVANGERE",Vidyanagar PS,J H PATEL BADAVANE A AND B BLOCK,BEAT NO 47,10.0,113,338,644,0.0009010226607199171
"SP, DAVANGERE",Vidyanagar PS,HALE KUNDAWADA JANATAHA COLONY AND BATHI KERE ROAD,BEAT NO 49,17.0,113,338,644,0.0016668919223318467
"SP, DAVANGERE",Vidyanagar PS,RAVINDRANATHA BADAVANE DOLLERS COLONY NEW AREAS,BEAT NO 48,14.0,113,338,644,0.0009911249267919088
"SP, DAVANGERE",Vidyanagar PS,S O G COLONY C BLOCK,BEAT NO 45,4.0,113,338,644,0.00018020453214398342
"SP, DAVANGERE",Vidyanagar PS,Out of station limit,Out of station limit,13.0,113,338,644,0.0013515339910798758
"SP, DAVANGERE",Vidyanagar PS,CHANNABASAPPA LAY OUT OUTER RING ROAD RASHMI SCHOOL AND NEW LAYOUTS,BEAT 42,11.0,113,338,644,0.000946073793755913
"SP, DAVANGERE",Vidyanagar PS,LAKE CIRCLE TO REVENUE LAY OUT KUNDAVADA CROSS,BEAT 38,6.0,113,338,644,0.0008109203946479254
"SP, DHARWAD",Alnavar PS,NIGADI,BEAT NO4,53.0,52,141,278,0.003015155121796398
"SP, DHARWAD",Alnavar PS,Kumbarkoppa,BEAT NO 1,132.0,52,141,278,0.006347694993255574
"SP, DHARWAD",Alnavar PS,ALNAVAR,BEAT NO 5,334.0,52,141,278,0.008728080615726415
"SP, DHARWAD",Alnavar PS,Dori,BEAT 2,57.0,52,141,278,0.0038086169959533444
"SP, DHARWAD",Alnavar PS,Holatikoti,BEAT 3,68.0,52,141,278,0.003887963183369039
"SP, DHARWAD",Alnavar PS,DEVARAHUBLI,NEW BEAT NO 26,3.0,52,141,278,0.0007934618741569468
"SP, DHARWAD",Alnavar PS,AMBOLLI,NEW BEAT NO 15,3.0,52,141,278,0.0007141156867412521
"SP, DHARWAD",Alnavar PS,ARAVATIGE,NEW BEAT NO 05,23.0,52,141,278,0.0032531936840434817
"SP, DHARWAD",Alnavar PS,NIGADI,NEW BEAT NO 24,7.0,52,141,278,0.0007141156867412521
"SP, DHARWAD",Alnavar PS,MAVINAKOPPA KURIKOPPA,NEW BEAT NO 19,1.0,52,141,278,0.00023803856224708403
"SP, DHARWAD",Alnavar PS,RAGI KALLAPUR T.R NAGAR DUPARTIWAD KOKREWAD,NEW BEAT NO 21,3.0,52,141,278,0.00047607712449416806
"SP, DHARWAD",Alnavar PS,NEHRU NAGAR AMRUT NAGAR INDIRA NAGAR DESAI CHAL,NEWBEAT NO 27,2.0,52,141,278,0.0003173847496627787
"SP, DHARWAD",Alnavar PS,DORI,NEW BEAT NO 12,16.0,52,141,278,0.0021423470602237563
"SP, DHARWAD",Alnavar PS,ALNAVAR TOWN,NEW BEAT NO 28,8.0,52,141,278,0.0017456161231452828
"SP, DHARWAD",Alnavar PS,BALAGERI BENACHI,NEW BEAT NO 13,22.0,52,141,278,0.002935808934380703
"SP, DHARWAD",Alnavar PS,OTHER PS LIMIT,OTHER PS BEET,4.0,52,141,278,0.0006347694993255574
"SP, DHARWAD",Alnavar PS,BANDOOR,NEW BEAT NO 20,1.0,52,141,278,0.00023803856224708403
"SP, DHARWAD",Alnavar PS,KOGILGERI,NEW BEAT NO 08,20.0,52,141,278,0.0018249623105609776
"SP, DHARWAD",Alnavar PS,KAMBARAGANVI,NEW BEAT NO 04,9.0,52,141,278,0.0026184241847179244
"SP, DHARWAD",Alnavar PS,AMBLIKOPPA,NEW BEAT NO 18,6.0,52,141,278,0.0011108466238197254
"SP, DHARWAD",Alnavar PS,KADABAGATTI,NEW BEAT NO 02,16.0,52,141,278,0.001983654685392367
"SP, DHARWAD",Alnavar PS,MURAKATTI,NEW BEAT NO 16,1.0,52,141,278,0.00023803856224708403
"SP, DHARWAD",Alnavar PS,HALLIGERI,NEW BEAT NO 17,2.0,52,141,278,0.0003173847496627787
"SP, DHARWAD",Alnavar PS,AMBOLLI,NEW BEAT NO 14,13.0,52,141,278,0.0020630008728080617
"SP, DHARWAD",Alnavar PS,VIDYANAGAR MANAKAPUR TILAKANAGAR,NEWBEAT NO 29,3.0,52,141,278,0.0005554233119098627
"SP, DHARWAD",Alnavar PS,KUMBARAKOPPA JODGERI,NEW BEAT NO 07,15.0,52,141,278,0.0017456161231452828
"SP, DHARWAD",Alnavar PS,KASHENATTI HINDASGERI,NEW BEAT NO 09,10.0,52,141,278,0.0010315004364040308
"SP, DHARWAD",Alnavar PS,PRABHU NAGAR HONNAPUR,BEAT NO 8,46.0,52,141,278,0.003887963183369039
"SP, DHARWAD",Alnavar PS,HULIKERI,NEW BEAT NO 01,10.0,52,141,278,0.0023010394350551455
"SP, DHARWAD",Alnavar PS,CHANDRAGIRI,NEW BEAT 03,1.0,52,141,278,0.00023803856224708403
"SP, DHARWAD",Alnavar PS,DOPYANATTI,NEW BEAT NO 10,2.0,52,141,278,0.0007141156867412521
"SP, DHARWAD",Alnavar PS,JAI BHARATH CALONY,NEW BEAT NO 06,9.0,52,141,278,0.0015869237483138936
"SP, DHARWAD",Annigeri PS,MAJJIGUDDA,BEAT NO 4,43.0,52,141,278,0.004046655558200428
"SP, DHARWAD",Annigeri PS,ANNIGERI,TOWN BEAT,229.0,52,141,278,0.008728080615726415
"SP, DHARWAD",Annigeri PS,BASAPUR,BEAT NO 3,39.0,52,141,278,0.003967309370784734
"SP, DHARWAD",Annigeri PS,HALLIKERI,BEAT NO 5,72.0,52,141,278,0.0042053479330318175
"SP, DHARWAD",Annigeri PS,BADRAPUR,BEAT NO 1,67.0,52,141,278,0.00476077124494168
"SP, DHARWAD",Annigeri PS,DUNDUR,BEAT NO 2,21.0,52,141,278,0.0019043084979766722
"SP, DHARWAD",Annigeri PS,KITTUR,NEW BEAT 31,9.0,52,141,278,0.0017456161231452828
"SP, DHARWAD",Annigeri PS,ANNIGERI,NEW BEAT O1,217.0,52,141,278,0.007775926366738078
"SP, DHARWAD",Annigeri PS,MANAKAWAD,NEW BEAT 10,6.0,52,141,278,0.0015869237483138936
"SP, DHARWAD",Annigeri PS,BALLARWAD,NEW BEAT 17,19.0,52,141,278,0.002935808934380703
"SP, DHARWAD",Annigeri PS,HALLIKERI,NEW BEAT 28,44.0,52,141,278,0.00372927080853765
"SP, DHARWAD",Annigeri PS,NALAVADI,NEW BEAT 07,51.0,52,141,278,0.00372927080853765
"SP, DHARWAD",Annigeri PS,TUPPADAKURAHATTI,NEW BEAT 34,2.0,52,141,278,0.0003967309370784734
"SP, DHARWAD",Annigeri PS,BHADRAPUR,NEW BEAT 06,16.0,52,141,278,0.0017456161231452828
"SP, DHARWAD",Annigeri PS,ANNIGERI,NEW BEAT 04,8.0,52,141,278,0.0009521542489883361
"SP, DHARWAD",Annigeri PS,BASAPUR,NEW BEAT 21,35.0,52,141,278,0.0020630008728080617
"SP, DHARWAD",Annigeri PS,NAVALLI,NEW BEAT 32,24.0,52,141,278,0.0025390779973022298
"SP, DHARWAD",Annigeri PS,ANNIGERI,NEW BEAT 02,108.0,52,141,278,0.003173847496627787
"SP, DHARWAD",Annigeri PS,NALAVADI,NEW BEAT 08,13.0,52,141,278,0.0012695389986511149
"SP, DHARWAD",Annigeri PS,KONDIKOPPA,NEW BEAT 24,30.0,52,141,278,0.002697770372133619
"SP, DHARWAD",Annigeri PS,SASWIHALLI,NEW BEAT 27,2.0,52,141,278,0.0003173847496627787
"SP, DHARWAD",Annigeri PS,ANNIGERI,NEW BEAT 03,13.0,52,141,278,0.0015869237483138936
"SP, DHARWAD",Annigeri PS,SAIDAPUR,NEW BEAT 23,5.0,52,141,278,0.0010315004364040308
"SP, DHARWAD",Annigeri PS,BHADRAPUR,NEW BEAT 05,38.0,52,141,278,0.0023010394350551455
"SP, DHARWAD",Annigeri PS,MAJJIGUDDA,NEW BEAT 22,6.0,52,141,278,0.0010315004364040308
"SP, DHARWAD",Annigeri PS,MANAKAWAD,NEW BEAT 09,12.0,52,141,278,0.0020630008728080617
"SP, DHARWAD",Annigeri PS,KALWAD,NEW BEAT 18,18.0,52,141,278,0.0020630008728080617
"SP, DHARWAD",Annigeri PS,BENNUR,NEW BEAT 14,6.0,52,141,278,0.001983654685392367
"SP, DHARWAD",Annigeri PS,KONDIKOPPA,NEW BEAT 25,1.0,52,141,278,0.00023803856224708403
"SP, DHARWAD",Annigeri PS,SASWIHALLI,NEW BEAT 26,11.0,52,141,278,0.0018249623105609776
"SP, DHARWAD",Annigeri PS,BELAHAR,NEW BEAT 20,8.0,52,141,278,0.0011108466238197254
